       value	     chindex	     chlabel	        bini	     ERPset
0.01	24	          O1	2	18
2.037	25	         CP4	2	18
1.447	26	         TP8	2	18
0.368	27	          RM	2	18
1.512	28	          P4	2	18
1.357	29	          P8	2	18
0.243	30	          O2	2	18
-4.107	31	        HEOG	2	18
-4.346	32	        VEOG	2	18
-2.784	33	         NAZ	2	18
-0.376	34	         FPz	2	18
0.413	35	         AFz	2	18
0.744	36	         POZ	2	18
0.162	37	         AF3	2	18
-1.103	38	         AF7	2	18
0.375	39	          F1	2	18
-0.635	40	          F5	2	18
0.827	41	         FC1	2	18
-0.153	42	         FC5	2	18
1.214	43	          C1	2	18
0.238	44	          C5	2	18
0.434	45	         AF4	2	18
-0.008	46	         AF8	2	18
0.976	47	          F2	2	18
0.877	48	          F6	2	18
1.446	49	         FC2	2	18
1.191	50	         FC6	2	18
1.827	51	          C2	2	18
1.529	52	          C6	2	18
1.58	53	         CP1	2	18
0.791	54	         CP5	2	18
1.59	55	          P1	2	18
1.139	56	          P5	2	18
0.555	57	         PO3	2	18
0.545	58	         PO7	2	18
1.915	59	         CP2	2	18
1.956	60	         CP6	2	18
1.615	61	          P2	2	18
1.467	62	          P6	2	18
0.539	63	         PO4	2	18
0.58	64	         PO8	2	18
0.977	1	          Fz	1	20
1.845	2	         FCz	1	20
4.044	3	          Cz	1	20
5.997	4	         CPz	1	20
6.422	5	          Pz	1	20
-0.321	6	          Oz	1	20
1.537	7	         FP1	1	20
2.28	8	          F3	1	20
0.359	9	          F7	1	20
3.425	10	         FC3	1	20
0.887	11	         FT7	1	20
3.997	12	          C3	1	20
1.985	13	         FP2	1	20
2.381	14	          F4	1	20
2.452	15	          F8	1	20
3.718	16	         FC4	1	20
2.933	17	         FT8	1	20
4.988	18	          C4	1	20
4.859	19	         CP3	1	20
2.872	20	         TP7	1	20
-0.427	21	          LM	1	20
5.596	22	          P3	1	20
0.041	23	          P7	1	20
-0.346	24	          O1	1	20
5.211	25	         CP4	1	20
3.006	26	         TP8	1	20
0.427	27	          RM	1	20
4.52	28	          P4	1	20
1.291	29	          P8	1	20
-0.07	30	          O2	1	20
3.192	31	        HEOG	1	20
1.397	32	        VEOG	1	20
0.897	33	         NAZ	1	20
2.466	34	         FPz	1	20
1.429	35	         AFz	1	20
3.372	36	         POZ	1	20
1.257	37	         AF3	1	20
0.249	38	         AF7	1	20
1.191	39	          F1	1	20
0.837	40	          F5	1	20
2.832	41	         FC1	1	20
2.245	42	         FC5	1	20
4.142	43	          C1	1	20
2.94	44	          C5	1	20
1.661	45	         AF4	1	20
1.931	46	         AF8	1	20
1.884	47	          F2	1	20
2.246	48	          F6	1	20
2.924	49	         FC2	1	20
3.746	50	         FC6	1	20
4.568	51	          C2	1	20
4.574	52	          C6	1	20
5.784	53	         CP1	1	20
2.966	54	         CP5	1	20
6.392	55	          P1	1	20
3.472	56	          P5	1	20
3.569	57	         PO3	1	20
-0.187	58	         PO7	1	20
5.683	59	         CP2	1	20
4.25	60	         CP6	1	20
5.362	61	          P2	1	20
3.436	62	          P6	1	20
2.199	63	         PO4	1	20
-0.009	64	         PO8	1	20
1.611	1	          Fz	2	20
2.109	2	         FCz	2	20
2.984	3	          Cz	2	20
4.269	4	         CPz	2	20
4.385	5	          Pz	2	20
-1.29	6	          Oz	2	20
1.814	7	         FP1	2	20
2.198	8	          F3	2	20
1.236	9	          F7	2	20
2.949	10	         FC3	2	20
1.07	11	         FT7	2	20
2.522	12	          C3	2	20
2.417	13	         FP2	2	20
2.608	14	          F4	2	20
2.875	15	          F8	2	20
3.424	16	         FC4	2	20
3.091	17	         FT8	2	20
3.888	18	          C4	2	20
2.904	19	         CP3	2	20
1.518	20	         TP7	2	20
-0.557	21	          LM	2	20
3.56	22	          P3	2	20
-1.382	23	          P7	2	20
-1.906	24	          O1	2	20
3.638	25	         CP4	2	20
2.831	26	         TP8	2	20
0.557	27	          RM	2	20
3.091	28	          P4	2	20
2.511	29	          P8	2	20
-1.275	30	          O2	2	20
3.355	31	        HEOG	2	20
0.062	32	        VEOG	2	20
1.333	33	         NAZ	2	20
2.988	34	         FPz	2	20
1.908	35	         AFz	2	20
1.864	36	         POZ	2	20
1.537	37	         AF3	2	20
0.455	38	         AF7	2	20
1.355	39	          F1	2	20
1.009	40	          F5	2	20
2.555	41	         FC1	2	20
1.911	42	         FC5	2	20
2.983	43	          C1	2	20
2.056	44	          C5	2	20
2.164	45	         AF4	2	20
2.543	46	         AF8	2	20
2.465	47	          F2	2	20
2.971	48	          F6	2	20
2.729	49	         FC2	2	20
3.901	50	         FC6	2	20
3.361	51	          C2	2	20
3.799	52	          C6	2	20
3.897	53	         CP1	2	20
1.754	54	         CP5	2	20
4.268	55	          P1	2	20
1.77	56	          P5	2	20
1.76	57	         PO3	2	20
-0.929	58	         PO7	2	20
4.048	59	         CP2	2	20
3.507	60	         CP6	2	20
3.597	61	          P2	2	20
2.292	62	          P6	2	20
1.145	63	         PO4	2	20
-0.456	64	         PO8	2	20
5.741	1	          Fz	1	21
7.239	2	         FCz	1	21
7.49	3	          Cz	1	21
6.929	4	         CPz	1	21
4.939	5	          Pz	1	21
-2.147	6	          Oz	1	21
1.757	7	         FP1	1	21
3.808	8	          F3	1	21
0.963	9	          F7	1	21
5.286	10	         FC3	1	21
1.766	11	         FT7	1	21
6.167	12	          C3	1	21
4.232	13	         FP2	1	21
5.81	14	          F4	1	21
4.233	15	          F8	1	21
6.22	16	         FC4	1	21
4.882	17	         FT8	1	21
7.189	18	          C4	1	21
5.129	19	         CP3	1	21
0.226	20	         TP7	1	21
-0.691	21	          LM	1	21
2.554	22	          P3	1	21
-2.836	23	          P7	1	21
-2.664	24	          O1	1	21
5.708	25	         CP4	1	21
2.139	26	         TP8	1	21
0.691	27	          RM	1	21
1.466	28	          P4	1	21
-1.719	29	          P8	1	21
-1.511	30	          O2	1	21
2.704	31	        HEOG	1	21
-3.665	32	        VEOG	1	21
2.005	33	         NAZ	1	21
3.116	34	         FPz	1	21
4.394	35	         AFz	1	21
0.461	36	         POZ	1	21
2.714	37	         AF3	1	21
1.11	38	         AF7	1	21
4.615	39	          F1	1	21
1.577	40	          F5	1	21
6.332	41	         FC1	1	21
3.081	42	         FC5	1	21
7.194	43	          C1	1	21
3.771	44	          C5	1	21
4.208	45	         AF4	1	21
3.738	46	         AF8	1	21
5.773	47	          F2	1	21
4.966	48	          F6	1	21
6.644	49	         FC2	1	21
5.602	50	         FC6	1	21
7.187	51	          C2	1	21
5.808	52	          C6	1	21
6.619	53	         CP1	1	21
2.76	54	         CP5	1	21
4.62	55	          P1	1	21
0.12	56	          P5	1	21
-2.486	57	         PO3	1	21
-4.395	58	         PO7	1	21
6.399	59	         CP2	1	21
4.359	60	         CP6	1	21
3.835	61	          P2	1	21
0.346	62	          P6	1	21
-2.206	63	         PO4	1	21
-2.502	64	         PO8	1	21
5.349	1	          Fz	2	21
5.756	2	         FCz	2	21
4.838	3	          Cz	2	21
4.12	4	         CPz	2	21
2.914	5	          Pz	2	21
-2.255	6	          Oz	2	21
2.733	7	         FP1	2	21
3.976	8	          F3	2	21
1.443	9	          F7	2	21
4.474	10	         FC3	2	21
1.947	11	         FT7	2	21
4.63	12	          C3	2	21
4.044	13	         FP2	2	21
5.028	14	          F4	2	21
4.396	15	          F8	2	21
5.017	16	         FC4	2	21
4.151	17	         FT8	2	21
4.849	18	          C4	2	21
3.388	19	         CP3	2	21
-0.047	20	         TP7	2	21
-0.746	21	          LM	2	21
1.258	22	          P3	2	21
-2.821	23	          P7	2	21
-3.091	24	          O1	2	21
3.024	25	         CP4	2	21
1.673	26	         TP8	2	21
0.746	27	          RM	2	21
-0.074	28	          P4	2	21
-0.864	29	          P8	2	21
-1.988	30	          O2	2	21
2.489	31	        HEOG	2	21
-4.393	32	        VEOG	2	21
2.472	33	         NAZ	2	21
3.505	34	         FPz	2	21
4.598	35	         AFz	2	21
-0.507	36	         POZ	2	21
3.468	37	         AF3	2	21
1.727	38	         AF7	2	21
4.72	39	          F1	2	21
2.104	40	          F5	2	21
5.2	41	         FC1	2	21
3.016	42	         FC5	2	21
5.05	43	          C1	2	21
3.181	44	          C5	2	21
4.539	45	         AF4	2	21
3.573	46	         AF8	2	21
5.177	47	          F2	2	21
4.608	48	          F6	2	21
5.173	49	         FC2	2	21
4.692	50	         FC6	2	21
4.809	51	          C2	2	21
4.132	52	          C6	2	21
4.175	53	         CP1	2	21
2.005	54	         CP5	2	21
2.634	55	          P1	2	21
-0.411	56	          P5	2	21
-3.029	57	         PO3	2	21
-3.482	58	         PO7	2	21
3.733	59	         CP2	2	21
2.789	60	         CP6	2	21
1.951	61	          P2	2	21
-0.612	62	          P6	2	21
-2.859	63	         PO4	2	21
-2.484	64	         PO8	2	21
1.763	1	          Fz	1	22
2.469	2	         FCz	1	22
2.617	3	          Cz	1	22
2.891	4	         CPz	1	22
2.035	5	          Pz	1	22
-1.496	6	          Oz	1	22
0.298	7	         FP1	1	22
1.793	8	          F3	1	22
-0.078	9	          F7	1	22
2.924	10	         FC3	1	22
0.623	11	         FT7	1	22
3.808	12	          C3	1	22
0.969	13	         FP2	1	22
2.635	14	          F4	1	22
1.961	15	          F8	1	22
3.324	16	         FC4	1	22
2.073	17	         FT8	1	22
3.366	18	          C4	1	22
3.917	19	         CP3	1	22
1.112	20	         TP7	1	22
-0.519	21	          LM	1	22
2.852	22	          P3	1	22
-0.597	23	          P7	1	22
-2.377	24	          O1	1	22
3.364	25	         CP4	1	22
2.111	26	         TP8	1	22
0.519	27	          RM	1	22
2.363	28	          P4	1	22
0.197	29	          P8	1	22
-0.419	30	          O2	1	22
5.281	31	        HEOG	1	22
0.477	32	        VEOG	1	22
-0.72	33	         NAZ	1	22
0.319	34	         FPz	1	22
1.043	35	         AFz	1	22
-0.086	36	         POZ	1	22
0.834	37	         AF3	1	22
-0.102	38	         AF7	1	22
2.1	39	          F1	1	22
0.704	40	          F5	1	22
2.703	41	         FC1	1	22
1.503	42	         FC5	1	22
3.242	43	          C1	1	22
2.336	44	          C5	1	22
1.323	45	         AF4	1	22
1.87	46	         AF8	1	22
1.967	47	          F2	1	22
2.441	48	          F6	1	22
2.765	49	         FC2	1	22
2.553	50	         FC6	1	22
3.133	51	          C2	1	22
2.741	52	          C6	1	22
3.433	53	         CP1	1	22
2.676	54	         CP5	1	22
2.398	55	          P1	1	22
1.875	56	          P5	1	22
-0.839	57	         PO3	1	22
-1.264	58	         PO7	1	22
3.181	59	         CP2	1	22
2.697	60	         CP6	1	22
2.156	61	          P2	1	22
1.937	62	          P6	1	22
-0.202	63	         PO4	1	22
-0.756	64	         PO8	1	22
0.288	1	          Fz	2	22
0.407	2	         FCz	2	22
0.313	3	          Cz	2	22
0.476	4	         CPz	2	22
-0.184	5	          Pz	2	22
-1.924	6	          Oz	2	22
-0.187	7	         FP1	2	22
-0.042	8	          F3	2	22
0.011	9	          F7	2	22
0.922	10	         FC3	2	22
0.854	11	         FT7	2	22
1.621	12	          C3	2	22
0.625	13	         FP2	2	22
1.198	14	          F4	2	22
1.752	15	          F8	2	22
1.543	16	         FC4	2	22
1.851	17	         FT8	2	22
1.341	18	          C4	2	22
1.801	19	         CP3	2	22
0.178	20	         TP7	2	22
-0.579	21	          LM	2	22
0.801	22	          P3	2	22
-0.805	23	          P7	2	22
-2.348	24	          O1	2	22
1.48	25	         CP4	2	22
1.647	26	         TP8	2	22
0.579	27	          RM	2	22
0.688	28	          P4	2	22
0.08	29	          P8	2	22
-1.296	30	          O2	2	22
6.431	31	        HEOG	2	22
1.276	32	        VEOG	2	22
-0.294	33	         NAZ	2	22
0.15	34	         FPz	2	22
0.19	35	         AFz	2	22
-1.487	36	         POZ	2	22
-0.309	37	         AF3	2	22
-0.199	38	         AF7	2	22
0.165	39	          F1	2	22
0.013	40	          F5	2	22
0.471	41	         FC1	2	22
0.952	42	         FC5	2	22
0.832	43	          C1	2	22
1.499	44	          C5	2	22
0.513	45	         AF4	2	22
1.504	46	         AF8	2	22
0.516	47	          F2	2	22
1.569	48	          F6	2	22
0.789	49	         FC2	2	22
1.787	50	         FC6	2	22
0.868	51	          C2	2	22
1.792	52	          C6	2	22
1.139	53	         CP1	2	22
1.552	54	         CP5	2	22
0.206	55	          P1	2	22
0.724	56	          P5	2	22
-1.717	57	         PO3	2	22
-1.544	58	         PO7	2	22
0.958	59	         CP2	2	22
1.669	60	         CP6	2	22
0.196	61	          P2	2	22
0.823	62	          P6	2	22
-1.215	63	         PO4	2	22
-0.786	64	         PO8	2	22
0.845	1	          Fz	1	23
0.956	2	         FCz	1	23
1.433	3	          Cz	1	23
1.828	4	         CPz	1	23
2.073	5	          Pz	1	23
0.305	6	          Oz	1	23
0.75	7	         FP1	1	23
0.65	8	          F3	1	23
0.294	9	          F7	1	23
1.058	10	         FC3	1	23
0.939	11	         FT7	1	23
1.946	12	          C3	1	23
0.912	13	         FP2	1	23
0.884	14	          F4	1	23
0.996	15	          F8	1	23
1.026	16	         FC4	1	23
1.073	17	         FT8	1	23
1.611	18	          C4	1	23
2.689	19	         CP3	1	23
1.824	20	         TP7	1	23
0.593	21	          LM	1	23
2.65	22	          P3	1	23
1.656	23	          P7	1	23
0.692	24	          O1	1	23
1.789	25	         CP4	1	23
0.725	26	         TP8	1	23
-0.593	27	          RM	1	23
1.484	28	          P4	1	23
0.225	29	          P8	1	23
-0.065	30	          O2	1	23
1.384	31	        HEOG	1	23
0.124	32	        VEOG	1	23
0.918	33	         NAZ	1	23
0.896	34	         FPz	1	23
0.887	35	         AFz	1	23
1.395	36	         POZ	1	23
0.683	37	         AF3	1	23
0.084	38	         AF7	1	23
0.777	39	          F1	1	23
0.383	40	          F5	1	23
0.929	41	         FC1	1	23
1.11	42	         FC5	1	23
1.392	43	          C1	1	23
1.619	44	          C5	1	23
0.838	45	         AF4	1	23
0.883	46	         AF8	1	23
0.951	47	          F2	1	23
1.146	48	          F6	1	23
0.964	49	         FC2	1	23
1.42	50	         FC6	1	23
1.455	51	          C2	1	23
1.396	52	          C6	1	23
2.157	53	         CP1	1	23
2.337	54	         CP5	1	23
2.327	55	          P1	1	23
2.382	56	          P5	1	23
2.105	57	         PO3	1	23
1.46	58	         PO7	1	23
1.799	59	         CP2	1	23
1.394	60	         CP6	1	23
1.738	61	          P2	1	23
1.258	62	          P6	1	23
0.841	63	         PO4	1	23
0.061	64	         PO8	1	23
0.667	1	          Fz	2	23
0.639	2	         FCz	2	23
0.884	3	          Cz	2	23
1.378	4	         CPz	2	23
1.542	5	          Pz	2	23
0.158	6	          Oz	2	23
1.206	7	         FP1	2	23
0.409	8	          F3	2	23
0.293	9	          F7	2	23
0.634	10	         FC3	2	23
0.671	11	         FT7	2	23
1.192	12	          C3	2	23
1.27	13	         FP2	2	23
0.538	14	          F4	2	23
0.748	15	          F8	2	23
0.761	16	         FC4	2	23
0.729	17	         FT8	2	23
1.156	18	          C4	2	23
1.68	19	         CP3	2	23
1.218	20	         TP7	2	23
0.461	21	          LM	2	23
1.957	22	          P3	2	23
1.363	23	          P7	2	23
1.062	24	          O1	2	23
1.323	25	         CP4	2	23
0.733	26	         TP8	2	23
-0.461	27	          RM	2	23
1.371	28	          P4	2	23
0.446	29	          P8	2	23
-0.01	30	          O2	2	23
0.984	31	        HEOG	2	23
0.559	32	        VEOG	2	23
2.306	33	         NAZ	2	23
1.248	34	         FPz	2	23
0.776	35	         AFz	2	23
1.236	36	         POZ	2	23
0.625	37	         AF3	2	23
0.53	38	         AF7	2	23
0.437	39	          F1	2	23
0.194	40	          F5	2	23
0.546	41	         FC1	2	23
0.665	42	         FC5	2	23
0.849	43	          C1	2	23
1.203	44	          C5	2	23
0.672	45	         AF4	2	23
0.98	46	         AF8	2	23
0.703	47	          F2	2	23
0.795	48	          F6	2	23
0.7	49	         FC2	2	23
0.935	50	         FC6	2	23
0.985	51	          C2	2	23
0.957	52	          C6	2	23
1.359	53	         CP1	2	23
1.574	54	         CP5	2	23
1.719	55	          P1	2	23
1.813	56	          P5	2	23
1.871	57	         PO3	2	23
1.433	58	         PO7	2	23
1.253	59	         CP2	2	23
1.067	60	         CP6	2	23
1.366	61	          P2	2	23
1.305	62	          P6	2	23
0.752	63	         PO4	2	23
0.367	64	         PO8	2	23
2.65	1	          Fz	1	24
3.148	2	         FCz	1	24
3.283	3	          Cz	1	24
3.191	4	         CPz	1	24
2.622	5	          Pz	1	24
-2.271	6	          Oz	1	24
1.636	7	         FP1	1	24
1.62	8	          F3	1	24
0.449	9	          F7	1	24
2.494	10	         FC3	1	24
0.563	11	         FT7	1	24
3.027	12	          C3	1	24
2.164	13	         FP2	1	24
4.517	14	          F4	1	24
2.899	15	          F8	1	24
3.813	16	         FC4	1	24
2.697	17	         FT8	1	24
3.914	18	          C4	1	24
2.907	19	         CP3	1	24
1.21	20	         TP7	1	24
-0.327	21	          LM	1	24
2.729	22	          P3	1	24
0.461	23	          P7	1	24
-0.623	24	          O1	1	24
3.193	25	         CP4	1	24
0.675	26	         TP8	1	24
0.327	27	          RM	1	24
1.705	28	          P4	1	24
-0.918	29	          P8	1	24
-1.109	30	          O2	1	24
0.388	31	        HEOG	1	24
4.822	32	        VEOG	1	24
2.37	33	         NAZ	1	24
5.647	34	         FPz	1	24
2.045	35	         AFz	1	24
0.733	36	         POZ	1	24
1.613	37	         AF3	1	24
1.132	38	         AF7	1	24
1.967	39	          F1	1	24
0.964	40	          F5	1	24
2.647	41	         FC1	1	24
1.607	42	         FC5	1	24
3.139	43	          C1	1	24
2.241	44	          C5	1	24
2.28	45	         AF4	1	24
2.651	46	         AF8	1	24
2.968	47	          F2	1	24
3.299	48	          F6	1	24
3.763	49	         FC2	1	24
3.825	50	         FC6	1	24
3.879	51	          C2	1	24
3.373	52	          C6	1	24
3.159	53	         CP1	1	24
2.221	54	         CP5	1	24
2.76	55	          P1	1	24
1.713	56	          P5	1	24
-0.583	57	         PO3	1	24
-0.525	58	         PO7	1	24
3.234	59	         CP2	1	24
2.083	60	         CP6	1	24
2.246	61	          P2	1	24
0.187	62	          P6	1	24
-1.042	63	         PO4	1	24
-0.883	64	         PO8	1	24
2.96	1	          Fz	2	24
2.552	2	         FCz	2	24
1.895	3	          Cz	2	24
1.743	4	         CPz	2	24
1.354	5	          Pz	2	24
-0.962	6	          Oz	2	24
2.462	7	         FP1	2	24
1.549	8	          F3	2	24
0.21	9	          F7	2	24
1.931	10	         FC3	2	24
0.07	11	         FT7	2	24
1.76	12	          C3	2	24
2.207	13	         FP2	2	24
3.184	14	          F4	2	24
2.48	15	          F8	2	24
2.641	16	         FC4	2	24
1.597	17	         FT8	2	24
2.28	18	          C4	2	24
1.76	19	         CP3	2	24
1.024	20	         TP7	2	24
-0.163	21	          LM	2	24
1.951	22	          P3	2	24
0.877	23	          P7	2	24
-1.28	24	          O1	2	24
2.092	25	         CP4	2	24
0.516	26	         TP8	2	24
0.163	27	          RM	2	24
1.222	28	          P4	2	24
-0.89	29	          P8	2	24
-1.2	30	          O2	2	24
3.854	31	        HEOG	2	24
4.958	32	        VEOG	2	24
2.328	33	         NAZ	2	24
2.448	34	         FPz	2	24
2.395	35	         AFz	2	24
0.052	36	         POZ	2	24
1.932	37	         AF3	2	24
1.199	38	         AF7	2	24
2.36	39	          F1	2	24
0.87	40	          F5	2	24
2.061	41	         FC1	2	24
1.014	42	         FC5	2	24
1.761	43	          C1	2	24
1.472	44	          C5	2	24
2.465	45	         AF4	2	24
2.394	46	         AF8	2	24
3.026	47	          F2	2	24
2.877	48	          F6	2	24
2.746	49	         FC2	2	24
2.701	50	         FC6	2	24
2.166	51	          C2	2	24
2.201	52	          C6	2	24
1.632	53	         CP1	2	24
1.807	54	         CP5	2	24
1.854	55	          P1	2	24
1.493	56	          P5	2	24
-1.236	57	         PO3	2	24
-0.805	58	         PO7	2	24
1.774	59	         CP2	2	24
1.504	60	         CP6	2	24
1.144	61	          P2	2	24
0.442	62	          P6	2	24
-1.157	63	         PO4	2	24
-1.197	64	         PO8	2	24
0.058	1	          Fz	1	25
-0.62	2	         FCz	1	25
-0.519	3	          Cz	1	25
0.161	4	         CPz	1	25
0.648	5	          Pz	1	25
0.393	6	          Oz	1	25
0.731	7	         FP1	1	25
-0.291	8	          F3	1	25
-0.389	9	          F7	1	25
-0.127	10	         FC3	1	25
-0.503	11	         FT7	1	25
-0.077	12	          C3	1	25
2.876	13	         FP2	1	25
1.021	14	          F4	1	25
-0.365	15	          F8	1	25
1.387	16	         FC4	1	25
4.595	17	         FT8	1	25
-0.298	18	          C4	1	25
0.184	19	         CP3	1	25
3.5	20	         TP7	1	25
-0.583	21	          LM	1	25
0.206	22	          P3	1	25
3.092	23	          P7	1	25
-0.463	24	          O1	1	25
0.26	25	         CP4	1	25
1.778	26	         TP8	1	25
0.583	27	          RM	1	25
0.865	28	          P4	1	25
2.566	29	          P8	1	25
1.286	30	          O2	1	25
-3.299	31	        HEOG	1	25
-4.702	32	        VEOG	1	25
-1.046	33	         NAZ	1	25
4.572	34	         FPz	1	25
1.575	35	         AFz	1	25
1.121	36	         POZ	1	25
5.64	37	         AF3	1	25
0.914	38	         AF7	1	25
-0.701	39	          F1	1	25
3.351	40	          F5	1	25
-0.544	41	         FC1	1	25
0.692	42	         FC5	1	25
-0.275	43	          C1	1	25
0.448	44	          C5	1	25
4.221	45	         AF4	1	25
3.543	46	         AF8	1	25
0.148	47	          F2	1	25
1.053	48	          F6	1	25
-0.002	49	         FC2	1	25
-0.138	50	         FC6	1	25
-0.271	51	          C2	1	25
-0.082	52	          C6	1	25
0.181	53	         CP1	1	25
0.286	54	         CP5	1	25
0.343	55	          P1	1	25
0.57	56	          P5	1	25
0.125	57	         PO3	1	25
-0.009	58	         PO7	1	25
0.305	59	         CP2	1	25
0.538	60	         CP6	1	25
0.699	61	          P2	1	25
1.233	62	          P6	1	25
1.722	63	         PO4	1	25
2.385	64	         PO8	1	25
-0.046	1	          Fz	2	25
-0.07	2	         FCz	2	25
0.136	3	          Cz	2	25
0.582	4	         CPz	2	25
0.842	5	          Pz	2	25
0.367	6	          Oz	2	25
-0.269	7	         FP1	2	25
-1.009	8	          F3	2	25
-1.445	9	          F7	2	25
-0.062	10	         FC3	2	25
-0.829	11	         FT7	2	25
0.413	12	          C3	2	25
1.992	13	         FP2	2	25
0.949	14	          F4	2	25
-0.266	15	          F8	2	25
2.201	16	         FC4	2	25
5.911	17	         FT8	2	25
0.092	18	          C4	2	25
0.756	19	         CP3	2	25
3.899	20	         TP7	2	25
-1.155	21	          LM	2	25
0.762	22	          P3	2	25
2.934	23	          P7	2	25
-0.099	24	          O1	2	25
0.524	25	         CP4	2	25
2.495	26	         TP8	2	25
1.155	27	          RM	2	25
1.142	28	          P4	2	25
3.095	29	          P8	2	25
1.236	30	          O2	2	25
0.317	31	        HEOG	2	25
-5.07	32	        VEOG	2	25
-1.562	33	         NAZ	2	25
5.274	34	         FPz	2	25
1.431	35	         AFz	2	25
0.998	36	         POZ	2	25
6.029	37	         AF3	2	25
0.744	38	         AF7	2	25
-0.765	39	          F1	2	25
3.959	40	          F5	2	25
-0.238	41	         FC1	2	25
0.697	42	         FC5	2	25
0.275	43	          C1	2	25
0.42	44	          C5	2	25
4.275	45	         AF4	2	25
3.504	46	         AF8	2	25
0.376	47	          F2	2	25
1.423	48	          F6	2	25
0.281	49	         FC2	2	25
0.515	50	         FC6	2	25
0.203	51	          C2	2	25
0.063	52	          C6	2	25
0.704	53	         CP1	2	25
0.67	54	         CP5	2	25
0.821	55	          P1	2	25
0.913	56	          P5	2	25
0.533	57	         PO3	2	25
0.071	58	         PO7	2	25
0.569	59	         CP2	2	25
0.896	60	         CP6	2	25
0.84	61	          P2	2	25
1.333	62	          P6	2	25
1.552	63	         PO4	2	25
2.343	64	         PO8	2	25
0.774	1	          Fz	1	26
1.556	2	         FCz	1	26
2.072	3	          Cz	1	26
2.587	4	         CPz	1	26
3.622	5	          Pz	1	26
1.153	6	          Oz	1	26
-1.059	7	         FP1	1	26
1.002	8	          F3	1	26
0.305	9	          F7	1	26
1.918	10	         FC3	1	26
0.572	11	         FT7	1	26
2.219	12	          C3	1	26
-0.607	13	         FP2	1	26
1.534	14	          F4	1	26
2.103	15	          F8	1	26
2.174	16	         FC4	1	26
3.213	17	         FT8	1	26
3.062	18	          C4	1	26
2.654	19	         CP3	1	26
-0.148	20	         TP7	1	26
-1.222	21	          LM	1	26
2.68	22	          P3	1	26
-1.111	23	          P7	1	26
-0.442	24	          O1	1	26
3.869	25	         CP4	1	26
4.141	26	         TP8	1	26
1.222	27	          RM	1	26
4.565	28	          P4	1	26
3.801	29	          P8	1	26
1.762	30	          O2	1	26
3.296	31	        HEOG	1	26
-1.882	32	        VEOG	1	26
-1.803	33	         NAZ	1	26
-0.96	34	         FPz	1	26
0.085	35	         AFz	1	26
3.717	36	         POZ	1	26
0.189	37	         AF3	1	26
0.033	38	         AF7	1	26
1.001	39	          F1	1	26
1.03	40	          F5	1	26
1.683	41	         FC1	1	26
1.428	42	         FC5	1	26
2.286	43	          C1	1	26
1.752	44	          C5	1	26
0.406	45	         AF4	1	26
0.69	46	         AF8	1	26
1.025	47	          F2	1	26
2.019	48	          F6	1	26
1.762	49	         FC2	1	26
2.808	50	         FC6	1	26
2.469	51	          C2	1	26
3.585	52	          C6	1	26
2.838	53	         CP1	1	26
1.841	54	         CP5	1	26
3.306	55	          P1	1	26
1.26	56	          P5	1	26
2.352	57	         PO3	1	26
-1.516	58	         PO7	1	26
3.342	59	         CP2	1	26
4.146	60	         CP6	1	26
4.241	61	          P2	1	26
4.669	62	          P6	1	26
4.277	63	         PO4	1	26
4.507	64	         PO8	1	26
-0.705	1	          Fz	2	26
-0.672	2	         FCz	2	26
-0.619	3	          Cz	2	26
-0.505	4	         CPz	2	26
0.521	5	          Pz	2	26
0.621	6	          Oz	2	26
-1.244	7	         FP1	2	26
-0.776	8	          F3	2	26
-1.282	9	          F7	2	26
-0.547	10	         FC3	2	26
-0.949	11	         FT7	2	26
-0.247	12	          C3	2	26
-0.661	13	         FP2	2	26
-0.184	14	          F4	2	26
0.562	15	          F8	2	26
-0.126	16	         FC4	2	26
1.166	17	         FT8	2	26
0.237	18	          C4	2	26
0.062	19	         CP3	2	26
-0.833	20	         TP7	2	26
-0.943	21	          LM	2	26
0.416	22	          P3	2	26
-1.119	23	          P7	2	26
-0.366	24	          O1	2	26
0.819	25	         CP4	2	26
1.955	26	         TP8	2	26
0.943	27	          RM	2	26
1.777	28	          P4	2	26
2.389	29	          P8	2	26
1.389	30	          O2	2	26
2.641	31	        HEOG	2	26
-2.25	32	        VEOG	2	26
-1.201	33	         NAZ	2	26
-0.976	34	         FPz	2	26
-0.72	35	         AFz	2	26
1.598	36	         POZ	2	26
-0.837	37	         AF3	2	26
-1.427	38	         AF7	2	26
-0.703	39	          F1	2	26
-0.974	40	          F5	2	26
-0.604	41	         FC1	2	26
-0.735	42	         FC5	2	26
-0.482	43	          C1	2	26
-0.426	44	          C5	2	26
-0.498	45	         AF4	2	26
-0.181	46	         AF8	2	26
-0.514	47	          F2	2	26
0.21	48	          F6	2	26
-0.531	49	         FC2	2	26
0.798	50	         FC6	2	26
-0.277	51	          C2	2	26
0.994	52	          C6	2	26
-0.136	53	         CP1	2	26
-0.134	54	         CP5	2	26
0.584	55	          P1	2	26
-0.013	56	          P5	2	26
1.108	57	         PO3	2	26
-0.998	58	         PO7	2	26
0.145	59	         CP2	2	26
1.448	60	         CP6	2	26
1.035	61	          P2	2	26
2.267	62	          P6	2	26
2.473	63	         PO4	2	26
3.357	64	         PO8	2	26
0.963	1	          Fz	1	27
1.874	2	         FCz	1	27
3.095	3	          Cz	1	27
4.568	4	         CPz	1	27
